timestamp,open_spot,open_perp,high_spot,high_perp,low_spot,low_perp,close_spot,close_perp,volume_total,volume_spot,volume_perp,buy_volume_total,buy_volume_spot,buy_volume_perp,sell_volume_total,sell_volume_spot,sell_volume_perp,trades_total,trades_spot,trades_perp,buy_trades_total,buy_trades_spot,buy_trades_perp,sell_trades_total,sell_trades_spot,sell_trades_perp,open_interest,funding_rate
2024-09-12 07:50:00+00:00,58078.0,58049.0,58148.0,58116.1,58069.01,58037.0,58101.09,58069.0,414.5103500000012,55.2693500000004,359.2410000000007,185.21738000000042,19.541379999999776,165.67599999999996,229.29297000000088,35.72797000000027,193.56500000000028,6090,3341,2749,2654,1327,1327,3436,2014,1422,,
2024-09-12 07:55:00+00:00,58101.1,58069.0,58140.0,58115.9,58082.0,58043.1,58138.16,58101.8,469.36047000000343,63.734470000000144,405.62600000000276,221.48264000000034,39.782640000000086,181.70000000000041,247.8778300000004,23.951829999999905,223.9259999999999,6724,3747,2977,2961,1522,1439,3763,2225,1538,,
2024-09-12 08:00:00+00:00,58138.15,58101.7,58171.09,58144.0,58100.0,58064.1,58171.07,58142.6,852.0416399999953,94.49663999999922,757.5449999999989,307.5708299999999,33.90882999999992,273.6619999999994,544.4708099999982,60.58780999999992,483.88300000000066,6480,3240,3240,2799,1369,1430,3681,1871,1810,,-5.46e-06
2024-09-12 08:05:00+00:00,58171.07,58142.5,58280.0,58248.5,58171.06,58140.0,58279.99,58242.2,1152.735689999972,126.65569000000019,1026.0799999999756,457.9264800000001,46.60847999999955,411.31800000000027,694.8092099999966,80.04721000000073,614.7619999999977,11807,7145,4662,5036,3111,1925,6771,4034,2737,,
2024-09-12 08:10:00+00:00,58280.0,58242.2,58288.0,58257.0,58218.19,58178.0,58221.01,58187.1,711.0320199999911,110.51901999999912,600.5129999999956,452.1059599999974,81.6609599999999,370.44499999999874,258.9260600000007,28.85806000000004,230.06800000000018,8438,4821,3617,3961,1776,2185,4477,3045,1432,,
2024-09-12 08:15:00+00:00,58221.01,58187.1,58247.85,58217.2,58169.99,58145.1,58204.46,58179.9,613.7382999999943,122.01829999999839,491.7200000000012,385.66615999999965,56.574159999999964,329.09200000000044,228.07214000000067,65.44414000000022,162.62799999999996,8132,5175,2957,2854,1048,1806,5278,4127,1151,,
2024-09-12 08:20:00+00:00,58204.46,58179.9,58302.0,58273.0,58204.45,58179.9,58297.7,58265.0,531.5191299999992,55.87213000000009,475.6470000000012,252.58191000000073,19.588910000000016,232.9930000000003,278.93722000000014,36.283220000000135,242.65400000000005,6554,3351,3203,2660,1221,1439,3894,2130,1764,,
2024-09-12 08:25:00+00:00,58297.71,,58322.0,58289.6,58278.0,58240.1,58311.09,,624.9558599999973,54.641860000000015,570.313999999998,342.6844299999996,26.9934299999999,315.6909999999994,282.27143000000035,27.648429999999983,254.62300000000022,6006,2893,3113,2934,1262,1672,3072,1631,1441,,
2024-09-12 08:30:00+00:00,58311.1,,58349.89,58309.8,58270.0,58225.8,58307.03,,819.1084499999779,96.69344999999785,722.4149999999852,474.1105300000004,42.688529999999915,431.42200000000093,344.9979200000003,54.00491999999884,290.99300000000073,12452,8502,3950,4393,2128,2265,8059,6374,1685,,
2024-09-12 08:35:00+00:00,58307.02,58271.5,58334.0,58300.0,58261.6,58224.8,58321.11,58281.1,489.8530200000028,72.57902000000014,417.27400000000114,299.21310000000057,35.877099999999956,263.33600000000007,190.63991999999945,36.70191999999982,153.93799999999973,6514,3557,2957,2967,1363,1604,3547,2194,1353,,
2024-09-12 08:40:00+00:00,58321.11,58280.6,58350.0,58317.5,58264.0,58227.0,58323.52,58290.1,597.7462699999957,92.77426999999904,504.97200000000225,259.3715600000008,51.43756000000012,207.93400000000037,338.37471000000033,41.33671000000011,297.03800000000086,7771,4548,3223,3862,2209,1653,3909,2339,1570,,
2024-09-12 08:45:00+00:00,58323.51,,58335.67,58304.7,58276.0,58229.8,58310.0,58272.8,494.20794000000024,58.305939999999964,435.90200000000044,343.8683299999997,38.84432999999985,305.02399999999994,150.3396100000001,19.461609999999926,130.87799999999984,5243,2654,2589,3210,1566,1644,2033,1088,945,,
2024-09-12 08:50:00+00:00,58310.0,58272.9,58310.29,58277.0,58202.99,58166.0,58214.96,58180.0,803.4017999999916,134.54479999999816,668.8569999999986,561.9345000000011,68.70549999999986,493.229000000001,241.4673000000006,65.8393000000003,175.62800000000047,7595,3820,3775,4699,2159,2540,2896,1661,1235,,
2024-09-12 08:55:00+00:00,58214.96,58180.1,58214.96,58180.1,58137.68,58100.1,58171.06,58137.4,820.0570999999868,84.85409999999973,735.2029999999885,465.2015200000015,55.76851999999996,409.4330000000014,354.85558000000094,29.085579999999986,325.77000000000066,6273,2880,3393,3621,1629,1992,2652,1251,1401,,
2024-09-12 09:00:00+00:00,58171.06,,58191.99,58162.9,58104.18,58064.7,58111.12,58070.1,786.3842499999898,49.12524999999982,737.2589999999939,438.8656100000009,30.183609999999963,408.6820000000008,347.5186400000006,18.94164000000002,328.5770000000009,6091,2567,3524,3863,1778,2085,2228,789,1439,,
2024-09-12 09:05:00+00:00,58111.12,58070.0,58191.99,58165.2,58096.69,58060.0,58191.98,58165.2,465.3549499999994,50.79594999999996,414.5589999999995,184.80430999999953,24.561310000000095,160.24299999999977,280.55064000000004,26.234639999999953,254.31599999999997,5967,3112,2855,2121,1039,1082,3846,2073,1773,,
2024-09-12 09:10:00+00:00,58191.98,,58225.61,58200.0,58186.09,58150.0,58225.6,58200.0,329.8016899999991,29.904689999999995,299.8969999999999,125.03122999999981,15.27222999999998,109.75899999999986,204.77045999999984,14.632460000000009,190.138,3238,1392,1846,1242,591,651,1996,801,1195,,
2024-09-12 09:15:00+00:00,58225.61,58199.9,58240.0,58214.5,58178.38,58142.4,58204.13,58170.2,284.85906000000114,35.85705999999975,249.00200000000103,122.78570999999941,22.130709999999844,100.65499999999973,162.07335,13.72634999999995,148.34700000000018,4654,2327,2327,2461,1287,1174,2193,1040,1153,,
2024-09-12 09:20:00+00:00,58204.12,,58250.0,58221.9,58192.02,58156.1,58214.01,58176.9,230.34802000000033,35.98402000000006,194.3640000000005,83.78563000000001,20.85063000000007,62.93500000000033,146.56239000000008,15.133389999999993,131.42900000000003,4257,2185,2072,2277,1264,1013,1980,921,1059,,
2024-09-12 09:25:00+00:00,58214.0,,58246.0,58215.7,58180.4,58141.5,58180.41,58147.0,203.5724200000004,36.68642000000012,166.8859999999998,117.37832999999996,23.83533000000018,93.5430000000001,86.19409000000006,12.851089999999923,73.34300000000006,4039,2109,1930,2092,1009,1083,1947,1100,847,,
2024-09-12 09:30:00+00:00,58180.41,58147.0,58212.0,58183.9,58148.0,58115.7,58173.96,58146.0,261.24430000000115,30.607300000000194,230.63700000000006,115.54281999999954,12.244819999999928,103.29799999999993,145.70147999999972,18.36247999999992,127.33899999999977,4362,2252,2110,2298,1175,1123,2064,1077,987,,
2024-09-12 09:35:00+00:00,58173.96,58146.4,58214.0,58186.0,58138.15,58104.0,58138.15,58111.4,165.77275999999992,38.063760000000066,127.7089999999997,117.94658000000007,30.69358000000015,87.25300000000007,47.82618000000009,7.37017999999999,40.45599999999998,4119,2282,1837,2441,1370,1071,1678,912,766,,
2024-09-12 09:40:00+00:00,58138.15,58111.3,58149.17,58123.4,58082.01,58050.0,58096.0,58062.8,633.2698899999937,50.903889999999386,582.3659999999962,483.65237000000036,30.43836999999988,453.21400000000057,149.61752,20.465519999999973,129.15200000000002,5203,2368,2835,2887,1024,1863,2316,1344,972,,
2024-09-12 09:45:00+00:00,58095.99,,58108.89,58076.7,57997.03,57962.8,58058.0,,1052.5034799999928,192.7504800000051,859.7529999999902,620.5934599999946,96.10045999999981,524.4929999999999,431.9100199999992,96.65001999999889,335.2600000000004,8125,3888,4237,4724,2299,2425,3401,1589,1812,,
2024-09-12 09:50:00+00:00,58058.0,58028.7,58092.72,58063.0,58053.41,58020.0,58080.0,58051.8,336.31902000000116,27.61601999999973,308.703000000001,156.54455000000019,15.592550000000053,140.9519999999995,179.7744699999997,12.02346999999996,167.75099999999964,4660,2266,2394,2389,1312,1077,2271,954,1317,,
2024-09-12 09:55:00+00:00,58080.0,58051.8,58091.1,58063.0,57980.0,57947.0,58022.0,57991.4,544.6192599999982,31.259260000000044,513.3600000000004,371.22013000000004,18.271129999999925,352.9489999999999,173.39913,12.988129999999957,160.41100000000012,5042,2237,2805,2936,1236,1700,2106,1001,1105,,
2024-09-12 10:00:00+00:00,58022.0,,58059.71,58035.0,58014.01,57982.1,58032.77,58009.1,438.91222000000226,30.95822000000004,407.9540000000021,160.6129699999995,18.071969999999954,142.5409999999991,278.2992500000002,12.886249999999995,265.41300000000007,5450,2742,2708,2724,1577,1147,2726,1165,1561,,
2024-09-12 10:05:00+00:00,58032.77,58009.2,58038.0,58010.0,58006.0,57968.0,58014.0,57985.0,399.36700000000087,23.98599999999999,375.3810000000004,195.7123999999997,12.738399999999986,182.97400000000025,203.65459999999996,11.24759999999999,192.40699999999995,3743,1385,2358,1921,745,1176,1822,640,1182,,
2024-09-12 10:10:00+00:00,58014.0,57985.1,58098.0,58076.4,58011.1,57981.0,58082.0,58054.4,313.1437200000003,36.139719999999855,277.004,97.54026999999981,12.353269999999998,85.18699999999973,215.60344999999955,23.786449999999984,191.81699999999995,4248,1969,2279,1556,740,816,2692,1229,1463,,
2024-09-12 10:15:00+00:00,58081.99,,58089.99,58067.9,58034.55,58004.1,58078.0,58050.9,384.2184200000016,49.09941999999993,335.1190000000015,172.279610000001,10.173610000000014,162.10600000000082,211.93881000000047,38.92581000000003,173.01299999999998,4009,2042,1967,1799,897,902,2210,1145,1065,,
2024-09-12 10:20:00+00:00,58078.0,,58094.0,58072.7,58038.0,58002.8,58039.47,58004.3,273.0017900000014,32.50578999999998,240.49600000000112,146.56934999999984,20.71034999999996,125.85899999999987,126.43243999999943,11.795439999999992,114.6369999999995,3810,1744,2066,2199,1125,1074,1611,619,992,,
2024-09-12 10:25:00+00:00,58039.47,58004.3,58058.0,58033.0,58021.1,57983.3,58036.0,58009.0,260.2335900000002,27.666589999999765,232.56700000000066,159.1940500000001,18.667050000000028,140.52700000000002,101.03953999999972,8.99954000000001,92.03999999999981,3701,1994,1707,2201,1414,787,1500,580,920,,
2024-09-12 10:30:00+00:00,58036.0,58009.0,58077.04,58058.0,57992.0,57960.5,58021.09,57997.5,298.06555000000105,37.589550000000024,260.47600000000074,163.52562999999958,20.925629999999984,142.5999999999994,134.53991999999997,16.663919999999965,117.87599999999995,4771,2320,2451,2446,1182,1264,2325,1138,1187,,
2024-09-12 10:35:00+00:00,58021.1,57997.4,58075.99,58054.3,58008.0,57976.3,58008.01,57979.2,298.90002000000044,29.081020000000063,269.81900000000047,161.0717099999998,17.123709999999953,143.9479999999994,137.82831000000002,11.957310000000046,125.87099999999997,3944,1731,2213,2246,1069,1177,1698,662,1036,,
2024-09-12 10:40:00+00:00,58008.01,57979.1,58021.1,57996.2,57940.08,57920.0,57951.21,,1146.47019999999,332.8952000000133,813.5749999999903,615.2763499999969,219.68035000000177,395.59600000000125,531.193849999998,113.21484999999802,417.97900000000016,10734,7125,3609,3996,2130,1866,6738,4995,1743,,
2024-09-12 10:45:00+00:00,57951.22,,58004.0,57984.0,57951.21,57931.8,57990.0,,520.7987600000065,152.74076000000326,368.0580000000021,211.92722999999972,92.0552299999992,119.87199999999973,308.87153000000063,60.6855299999996,248.18600000000063,7108,4561,2547,2547,1459,1088,4561,3102,1459,,
2024-09-12 10:50:00+00:00,57989.99,57968.1,57990.0,57968.1,57933.0,57904.2,57950.99,57931.5,308.3426099999997,40.41360999999998,267.92900000000026,150.47604000000013,24.962040000000005,125.51400000000001,157.86657000000076,15.451570000000045,142.41500000000025,4884,2698,2186,2801,1624,1177,2083,1074,1009,,
2024-09-12 10:55:00+00:00,57950.99,57931.5,57963.06,57943.5,57929.07,57901.0,57930.41,57907.5,321.6600399999998,21.644040000000082,300.0159999999996,160.93787000000003,12.814869999999921,148.123,160.72217000000015,8.829170000000005,151.89300000000014,4248,2372,1876,2568,1621,947,1680,751,929,,
2024-09-12 11:00:00+00:00,57930.41,57907.4,57950.0,57931.5,57894.0,57867.0,57931.09,57907.0,746.9943599999848,85.20835999999981,661.7859999999899,365.8806200000002,26.783619999999623,339.0970000000008,381.11374000000137,58.42474000000041,322.68900000000093,7574,4155,3419,3709,2118,1591,3865,2037,1828,,
2024-09-12 11:05:00+00:00,57931.09,,57983.41,57962.3,57931.09,57907.0,57954.05,57931.7,447.98451999999963,65.41851999999962,382.56600000000043,153.19136999999958,32.20436999999988,120.9869999999998,294.7931500000005,33.21414999999993,261.5790000000004,5288,2845,2443,2048,1172,876,3240,1673,1567,,
2024-09-12 11:10:00+00:00,57954.05,57929.9,57954.05,57931.9,57931.1,57900.0,57939.64,,253.81362999999953,24.318629999999903,229.49499999999964,96.02042000000016,16.31642000000001,79.70400000000025,157.7932099999998,8.002209999999984,149.79099999999983,3381,1726,1655,1768,1051,717,1613,675,938,,
2024-09-12 11:15:00+00:00,57939.63,,58032.22,58016.3,57928.01,57900.0,58032.22,58015.9,1222.9591299999815,66.41612999999965,1156.5429999999856,367.7360700000012,14.087069999999885,353.64900000000154,855.2230599999918,52.32906000000008,802.8939999999924,7401,3526,3875,2440,1260,1180,4961,2266,2695,,
